"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"201702","9호선","김포공항","251706","16612","331884","19350","20170308"
"201702","9호선","노들","108055","26723","91482","25296","20170308"
"201702","9호선","노량진","738572","76450","781859","79634","20170308"
"201702","9호선","당산","463978","55604","433676","51018","20170308"
"201702","9호선","동작(현충원)","39160","11216","29107","9828","20170308"
"201702","9호선","등촌","225114","72216","222353","72832","20170308"
"201702","9호선","마곡나루","88853","9507","82000","9057","20170308"
"201702","9호선","사평","62374","12729","58561","12586","20170308"
"201702","9호선","샛강","124839","23066","132593","23510","20170308"
"201702","9호선","선유도","173867","23142","174545","22840","20170308"
"201702","9호선","신논현","823671","45301","834436","42691","20170308"
"201702","9호선","신목동","99023","16392","85190","15033","20170308"
"201702","9호선","신반포","78518","21568","78264","22314","20170308"
"201702","9호선","신방화","191001","39069","184371","39390","20170308"
"201702","9호선","양천향교","182649","34651","181336","33930","20170308"
"201702","9호선","여의도","522228","38647","495940","34232","20170308"
"201702","9호선","염창","402338","53747","387022","53352","20170308"
"201702","9호선","증미","167441","36770","172584","37148","20170308"
"201702","9호선","흑석(중앙대입구)","210327","48826","221609","50523","20170308"
"201702","9호선2단계","봉은사","323496","31494","315509","30009","20170308"
"201702","9호선2단계","삼성중앙","119248","17509","125491","17088","20170308"
"201702","9호선2단계","종합운동장","161781","12565","128298","10232","20170308"
"201702","9호선2단계","언주","210675","21010","211681","20333","20170308"
"201702","9호선2단계","선정릉","177748","17181","185954","16529","20170308"
"201702","경강선","초월","52154","9185","48370","9321","20170308"
"201702","경의선","가좌","86336","38235","77635","39231","20170308"
"201702","경의선","강매","57149","13536","46857","12872","20170308"
"201702","경의선","곡산","11329","4030","11111","3934","20170308"
"201702","경의선","공덕","55495","8892","55167","9002","20170308"
"201702","경의선","금릉","115144","21919","111941","21690","20170308"
"201702","경의선","금촌","161617","39558","156517","39972","20170308"
"201702","경의선","능곡","79250","25856","71932","24909","20170308"
"201702","경의선","디지털미디어시티","54655","8558","49385","8824","20170308"
"201702","경의선","문산","138717","39249","135548","38881","20170308"
"201702","경의선","탄현","183608","33811","175613","33395","20170308"
"201702","경인선","인천","96424","29634","78257","27255","20170308"
"201702","경인선","제물포","224313","49013","208491","49398","20170308"
"201702","경인선","주안","627478","96122","569934","87942","20170308"
"201702","경인선","중동","224619","58945","206028","58889","20170308"
"201702","경인선","백운","192516","59223","184943","59890","20170308"
"201702","경인선","부개","228825","58146","211669","57924","20170308"
"201702","경인선","부천","980704","191086","977164","191705","20170308"
"201702","경인선","부평","995672","131252","1099434","133199","20170308"
"201702","경인선","소사","283605","78592","276537","77791","20170308"
"201702","경인선","송내","800903","105268","781761","103068","20170308"
"201702","경인선","역곡","709378","129686","676621","130811","20170308"
"201702","경인선","오류동","263969","79757","242223","77684","20170308"
"201702","경인선","온수(성공회대입구)","148009","40208","142273","40162","20170308"
"201702","경인선","간석","149248","39931","141111","38470","20170308"
"201702","경인선","개봉","530908","141477","531956","147159","20170308"
"201702","경인선","구일","188371","32695","191327","32477","20170308"
"201702","경인선","도원","66824","31364","67188","32352","20170308"
"201702","경인선","도화","77610","31464","68160","31026","20170308"
"201702","경인선","동암","480870","101884","476508","102804","20170308"
"201702","경인선","동인천","415020","113465","388126","109290","20170308"
"201702","경부선","영등포","1203813","255098","1290382","255837","20170308"
"201702","경부선","오산","243966","37541","232981","37821","20170308"
"201702","경부선","오산대","56541","10147","52606","9519","20170308"
"201702","경부선","용산","1002084","119356","1003030","117466","20170308"
"201702","경부선","의왕","203333","34402","190662","34739","20170308"
"201702","경부선","가산디지털단지","415242","26658","498155","29914","20170308"
"201702","경부선","관악","189922","49515","174387","48444","20170308"
"201702","경부선","광명","38929","2599","32829","2333","20170308"
"201702","경부선","구로","512520","85308","536534","81853","20170308"
"201702","경부선","군포","177672","30309","172737","29345","20170308"
"201702","경부선","금정","696711","97390","693637","97376","20170308"
"201702","경부선","금천구청","257962","70160","236796","70061","20170308"
"201702","경부선","남영","264776","37159","284750","38368","20170308"
"201702","경부선","노량진","423963","45849","397561","43140","20170308"
"201702","경부선","당정","170396","26326","161003","25704","20170308"
"201702","경부선","대방","370622","67960","367112","67714","20170308"
"201702","경부선","독산","391183","59358","409302","62700","20170308"
"201702","경부선","두정","131134","20041","134920","20521","20170308"
"201702","경부선","직산","21089","5044","22151","4985","20170308"
"201702","경원선","지행","162068","40608","158040","40128","20170308"
"201702","경원선","방학","189734","92778","180246","92098","20170308"
"201702","경원선","청량리(서울시립대입구)","300264","124968","339060","132767","20170308"
"201702","경원선","한남","93881","30599","95732","29083","20170308"
"201702","경원선","회룡","245389","122574","230788","123581","20170308"
"201702","경원선","보산","37975","13363","35136","12544","20170308"
"201702","경원선","서빙고","43914","14662","46082","14450","20170308"
"201702","경원선","석계","240344","57998","269284","62411","20170308"
"201702","경원선","소요산","54428","59913","41451","53149","20170308"
"201702","경원선","신이문","212425","59416","181239","58582","20170308"
"201702","경원선","양주","204344","45993","176479","43339","20170308"
"201702","경원선","옥수","1202","112","805","74","20170308"
"201702","경원선","왕십리(성동구청)","419107","54632","474047","58905","20170308"
"201702","경원선","외대앞","270568","50758","253456","50618","20170308"
"201702","경원선","월계","90464","46186","80946","44376","20170308"
"201701","2호선","선릉","1395768","188919","1195848","157406","20170208"
"201701","2호선","성수","670857","91698","733208","93571","20170208"
"201701","2호선","시청","644373","63504","612336","57626","20170208"
"201701","2호선","신답","27487","8917","32411","9733","20170208"
"201701","2호선","신당","329593","97624","352442","98859","20170208"
"201701","2호선","신대방","703147","116027","658714","119126","20170208"
"201701","2호선","신도림","1594741","184282","1589543","176557","20170208"
"201701","2호선","신림","1859342","218538","1821722","223957","20170208"
"201701","2호선","신설동","83826","31006","77810","31418","20170208"
"201701","2호선","신정네거리","229252","58529","234728","59222","20170208"
"201701","2호선","신촌","1330202","127638","1353252","125095","20170208"
"201701","2호선","아현","212147","56515","199839","55966","20170208"
"201701","2호선","양천구청","161756","40572","170698","41199","20170208"
"201701","2호선","역삼","1204407","141353","1322767","141825","20170208"
"201701","2호선","영등포구청","520987","95293","524795","93628","20170208"
"201701","2호선","왕십리(성동구청)","501916","53008","419654","44771","20170208"
"201701","2호선","용답","57081","15288","57058","15073","20170208"
"201701","2호선","용두(동대문구청)","45721","22497","46941","23821","20170208"
"201701","2호선","을지로3가","509048","80774","500755","78126","20170208"
"201701","2호선","을지로4가","277033","90291","269369","83670","20170208"
"201701","2호선","을지로입구","1369701","107577","1362079","98383","20170208"
"201701","2호선","이대","456636","52941","480950","54056","20170208"
"201701","2호선","잠실(송파구청)","2409488","190699","2225484","178075","20170208"
"201701","2호선","잠실나루","423479","78367","400949","78870","20170208"
"201701","2호선","잠실새내","662847","106545","672814","104859","20170208"
"201701","2호선","종합운동장","299679","43948","333234","46394","20170208"
"201701","2호선","충정로(경기대입구)","280442","48694","300860","48855","20170208"
"201701","2호선","한양대","214902","13509","238024","14482","20170208"
"201701","2호선","합정","885341","65886","919289","64590","20170208"
"201701","2호선","강변(동서울터미널)","1305307","125845","1305670","122943","20170208"
"201701","3호선","가락시장","219673","64750","212160","64216","20170208"
"201701","3호선","홍제","429028","138185","400663","137638","20170208"
"201701","3호선","경찰병원","186206","35341","185392","36262","20170208"
"201701","3호선","고속터미널","1622126","160570","1587130","152627","20170208"
"201701","3호선","교대(법원.검찰청)","344755","61847","234821","40001","20170208"
"201701","3호선","구파발","495978","89365","436803","82386","20170208"
"201701","3호선","금호","192812","48993","176318","48357","20170208"
"201701","3호선","남부터미널(예술의전당)","946260","114540","974445","114810","20170208"
"201701","3호선","녹번","315277","62500","266759","61404","20170208"
"201701","3호선","대청","235287","46342","206990","44247","20170208"
"201701","3호선","대치","308774","55536","291650","53840","20170208"
"201701","3호선","도곡","162653","25799","157899","21634","20170208"
"201701","3호선","독립문","148788","63622","153257","63310","20170208"
"201701","3호선","동대입구","285988","33317","315039","35627","20170208"
"201701","3호선","매봉","285079","49978","279157","45514","20170208"
"201701","3호선","무악재","91279","29791","88255","31929","20170208"
"201701","1호선","동대문","325095","119005","380025","123511","20170208"
"201701","1호선","동묘앞","154770","122514","169750","124457","20170208"
"201701","1호선","서울역","1554791","195708","1351926","179838","20170208"
"201701","1호선","시청","619719","106795","615015","103829","20170208"
"201701","1호선","청량리(서울시립대입구)","508158","338786","530458","342927","20170208"
"201701","1호선","제기동","282753","308591","279835","330745","20170208"
"201701","1호선","종각","1231571","141085","1152240","131365","20170208"
"201701","1호선","종로3가","716837","328316","676534","302961","20170208"
"201701","1호선","종로5가","525915","229453","528244","218366","20170208"
"201701","1호선","신설동","335501","110943","330388","105377","20170208"
"201701","2호선","강남","2974554","158179","2996605","139911","20170208"
"201701","2호선","홍대입구","2281971","104746","2427054","102350","20170208"
"201701","4호선","길음","614393","131481","572533","133497","20170208"
"201701","4호선","회현(남대문시장)","661549","159816","697282","158638","20170208"
"201701","4호선","노원","589209","81634","676430","79743","20170208"
"201701","4호선","당고개","297870","82414","273826","81980","20170208"
"201701","4호선","동대문","562923","126558","587013","120131","20170208"
"201701","4호선","동대문역사문화공원","604053","58226","548012","52104","20170208"
"201701","4호선","동작(현충원)","47689","16568","50522","16733","20170208"
"201701","4호선","명동","1089971","66256","1189165","67658","20170208"
"201701","4호선","미아(서울사이버대학)","415303","120040","370469","119840","20170208"
"201701","4호선","미아사거리","776710","169238","753409","170832","20170208"
"201701","4호선","사당","769501","83529","623972","81684","20170208"
"201701","4호선","삼각지","116988","28671","145298","31115","20170208"
"201701","4호선","상계","514135","104759","452631","103029","20170208"
"201701","4호선","서울역","299984","35472","546543","43053","20170208"
"201701","4호선","성신여대입구(돈암)","640135","94729","600612","90985","20170208"
"201701","4호선","수유(강북구청)","1066436","231532","1035754","231340","20170208"
"201701","4호선","숙대입구(갈월)","392035","53690","389652","50832","20170208"
"201701","4호선","신용산","333785","43923","353225","44434","20170208"
"201701","4호선","쌍문","818891","151073","701937","146957","20170208"
"201701","4호선","이촌(국립중앙박물관)","264458","41868","285780","44905","20170208"
"201701","4호선","창동","682581","171691","734354","180580","20170208"
"201701","4호선","총신대입구(이수)","503142","127278","573165","135397","20170208"
"201701","4호선","충무로","770710","115442","796602","116402","20170208"
"201701","4호선","한성대입구(삼선교)","362313","70666","343869","69921","20170208"
"201701","4호선","혜화","1077823","123073","1131304","130789","20170208"
"201701","4호선","남태령","39992","7494","20790","6592","20170208"
"201701","5호선","강동","457867","83503","390409","75702","20170208"
"201701","5호선","화곡","720603","124393","665526","120322","20170208"
"201701","5호선","개화산","143157","30668","132350","29253","20170208"
"201701","5호선","거여","148034","44497","138465","43467","20170208"
"201701","5호선","고덕","185690","50733","183220","48965","20170208"
"201701","5호선","공덕","325346","41407","347895","38490","20170208"
"201701","5호선","광나루(장신대)","337049","55461","297318","54276","20170208"
"201701","5호선","광화문(세종문화회관)","1015662","81084","1049685","79026","20170208"
"201701","5호선","군자(능동)","279745","35303","356706","42618","20170208"
"201701","5호선","굽은다리(강동구민회관앞)","226818","56644","215580","52237","20170208"
"201701","5호선","길동","166721","53757","174853","55757","20170208"
"201701","5호선","김포공항","211735","25623","181965","24743","20170208"
"201701","5호선","까치산","740196","139323","697423","140042","20170208"
"201701","5호선","답십리","390384","74605","352825","72711","20170208"
"201701","5호선","동대문역사문화공원","77513","9691","92372","10622","20170208"
"201701","5호선","둔촌동","296845","69025","293121","71489","20170208"
"201701","5호선","마곡","120861","18045","101676","16988","20170208"
"201701","5호선","마장","136780","43938","130070","44001","20170208"
"201701","5호선","마천","106190","43378","105851","45734","20170208"
"201701","5호선","마포","356083","56980","369781","56780","20170208"
"201701","2호선","건대입구","1220123","86265","1339798","90796","20170208"
"201701","2호선","교대(법원.검찰청)","898850","145579","1013769","161225","20170208"
"201701","2호선","구로디지털단지","1691930","152342","1691393","154155","20170208"
"201701","2호선","구의(광진구청)","601330","98482","588063","99731","20170208"
"201701","2호선","낙성대","776266","99186","745178","99986","20170208"
"201701","2호선","당산","526992","57647","595658","62078","20170208"
"201701","2호선","대림(구로구청)","791033","105236","819089","109160","20170208"
"201701","2호선","도림천","22883","5179","25946","5955","20170208"
"201701","2호선","동대문역사문화공원","448934","51459","524825","55218","20170208"
"201701","2호선","뚝섬","390979","56918","415742","57201","20170208"
"201701","2호선","문래","468574","73569","477017","73018","20170208"
"201701","2호선","방배","478871","73197","482347","71985","20170208"
"201701","2호선","봉천","537433","130485","487459","131562","20170208"
"201701","2호선","사당","1022523","170271","1209511","163583","20170208"
"201701","2호선","삼성(무역센터)","1503128","121565","1550428","124989","20170208"
"201701","2호선","상왕십리","277218","56971","260944","57550","20170208"
"201701","2호선","서울대입구(관악구청)","1313526","189566","1291635","183007","20170208"
"201701","2호선","서초","558665","74810","557995","74098","20170208"
"201701","5호선","오금","87121","15288","87219","14927","20170208"
"201701","5호선","오목교(목동운동장앞)","665749","77170","719065","76051","20170208"
"201701","5호선","올림픽공원(한국체대)","120671","29243","115290","26860","20170208"
"201701","5호선","왕십리(성동구청)","124539","22526","153071","21863","20170208"
"201701","5호선","우장산","371493","71224","366069","73335","20170208"
"201701","5호선","을지로4가","103092","38864","118577","41122","20170208"
"201701","5호선","장한평","438954","86952","438203","88135","20170208"
"201701","5호선","종로3가","294141","114602","283853","118640","20170208"
"201701","5호선","천호(풍납토성)","475811","131438","491938","137444","20170208"
"201701","5호선","청구","88991","23987","88244","19241","20170208"
"201701","5호선","충정로(경기대입구)","113385","16859","115288","17485","20170208"
"201701","5호선","행당","195289","43216","169623","39413","20170208"
"201701","5호선","개롱","154125","38378","152945","39634","20170208"
"201701","6호선","고려대(종암)","224013","30545","213342","31078","20170208"
"201701","6호선","효창공원앞","162186","36310","149654","35076","20170208"
"201701","6호선","광흥창(서강)","219677","50519","213865","49498","20170208"
"201701","6호선","구산","180678","49336","121589","50658","20170208"
"201701","6호선","녹사평(용산구청)","180129","18262","194216","17934","20170208"
"201701","6호선","대흥(서강대앞)","184003","38212","193000","38849","20170208"
"201701","6호선","독바위","67113","17947","68932","21484","20170208"
"201701","6호선","돌곶이","213354","56314","191828","56191","20170208"
"201701","6호선","동묘앞","195323","60469","195786","55196","20170208"
"201701","6호선","디지털미디어시티","357582","53387","400404","53060","20170208"
"201701","6호선","마포구청","317016","72128","277364","66699","20170208"
"201701","6호선","망원","312005","78840","343302","83555","20170208"
"201701","6호선","버티고개","56383","12683","51173","14251","20170208"
"201701","6호선","보문","203992","33916","181723","32614","20170208"
"201701","6호선","봉화산(서울의료원)","222091","45589","204888","44982","20170208"
"201701","6호선","불광","131302","36825","128460","29299","20170208"
"201701","6호선","삼각지","180327","19030","146759","16066","20170208"
"201701","6호선","상수","301359","21064","354369","21581","20170208"
"201701","6호선","상월곡(한국과학기술연구원)","138124","33809","118792","32995","20170208"
"201701","6호선","새절(신사)","301854","76900","281736","79056","20170208"
"201701","6호선","석계","307043","66712","306499","67284","20170208"
"201701","6호선","신당","202934","33643","207594","32338","20170208"
"201701","6호선","안암(고대병원앞)","306744","27979","309509","27000","20170208"
"201701","6호선","약수","82136","21315","84264","19361","20170208"
"201701","6호선","역촌","80734","29945","101254","29538","20170208"
"201701","6호선","연신내","9","1","0","0","20170208"
"201701","6호선","월곡(동덕여대)","278435","67453","264916","67767","20170208"
"201701","6호선","월드컵경기장(성산)","124113","43150","131805","42584","20170208"
"201701","6호선","응암","412539","96949","402272","96230","20170208"
"201701","6호선","이태원","455375","33560","505954","35262","20170208"
"201701","6호선","증산(명지대앞)","241009","60576","225420","60828","20170208"
"201701","6호선","창신","75872","15601","59752","14817","20170208"
"201701","6호선","청구","91611","16628","94357","20441","20170208"
"201701","3호선","불광","420257","135795","460584","149012","20170208"
"201701","3호선","수서","403743","88076","392563","84714","20170208"
"201701","3호선","신사","839190","66403","911447","64454","20170208"
"201701","3호선","안국","600328","111876","628531","121156","20170208"
"201701","3호선","압구정","883061","129806","976957","128090","20170208"
"201701","3호선","약수","329769","76907","315278","74255","20170208"
"201701","3호선","양재(서초구청)","1012534","139586","1091388","141132","20170208"
"201701","3호선","연신내","985769","236043","937049","228861","20170208"
"201701","3호선","오금","176273","24264","156596","22763","20170208"
"201701","3호선","옥수","228050","51034","237375","51734","20170208"
"201701","3호선","을지로3가","206054","54125","241821","54243","20170208"
"201701","3호선","일원","198444","50541","208578","53294","20170208"
"201701","3호선","잠원","139642","30355","134253","29548","20170208"
"201701","3호선","종로3가","202363","51523","274709","56637","20170208"
"201701","3호선","지축","25325","9571","25906","10936","20170208"
"201701","3호선","충무로","48","3","0","0","20170208"
"201701","3호선","학여울","68235","18267","70313","18047","20170208"
"201701","3호선","경복궁(정부서울청사)","580312","77657","603631","74980","20170208"
"201701","7호선","논현","516878","46081","576249","46132","20170208"
"201701","7호선","대림(구로구청)","308938","33086","311341","31930","20170208"
"201701","7호선","도봉산","215779","33166","247471","46777","20170208"
"201701","7호선","뚝섬유원지","188746","33691","178982","33253","20170208"
"201701","7호선","마들","286289","67306","256204","66858","20170208"
"201701","7호선","먹골","254075","52263","241798","52754","20170208"
"201701","7호선","면목","362724","75790","345302","77847","20170208"
"201701","7호선","반포","154791","28274","148188","27375","20170208"
"201701","7호선","보라매","225403","37986","225812","37577","20170208"
"201701","7호선","부천시청","330227","39972","334075","38794","20170208"
"201701","7호선","부천종합운동장","134341","14403","121350","13894","20170208"
"201701","7호선","부평구청","317008","26844","245853","24062","20170208"
"201701","7호선","사가정","373884","82675","366885","81734","20170208"
"201701","7호선","삼산체육관","132342","21104","117109","20681","20170208"
"201701","7호선","상도","251215","54388","234141","51213","20170208"
"201701","7호선","상동","377838","39349","389089","39898","20170208"
"201701","7호선","상봉(시외버스터미널)","443293","65989","422669","63010","20170208"
"201701","7호선","수락산","327787","76136","313207","75665","20170208"
"201701","7호선","숭실대입구(살피재)","329586","51772","322837","53247","20170208"
"201701","7호선","신대방삼거리","380857","83361","359811","84883","20170208"
"201701","7호선","신중동","375574","42624","370872","41417","20170208"
"201701","7호선","신풍","254788","57682","239813","58611","20170208"
"201701","7호선","어린이대공원(세종대)","337753","37053","327315","35875","20170208"
"201701","7호선","온수(성공회대입구)","262024","30773","246214","30712","20170208"
"201701","7호선","용마산","150344","31707","133377","34700","20170208"
"201701","7호선","이수","418962","69748","418429","66818","20170208"
"201701","7호선","장승배기","252327","68606","244674","69704","20170208"
"201701","7호선","장암","60157","6129","20949","3597","20170208"
"201701","7호선","중계","359196","82207","321173","79359","20170208"
"201701","7호선","중곡","235393","55335","214914","56421","20170208"
"201701","7호선","중화","274572","53421","258648","53243","20170208"
"201701","7호선","천왕","199337","40195","180846","40113","20170208"
"201701","7호선","철산","610353","89071","621737","87693","20170208"
"201701","7호선","청담","524944","66634","618836","65238","20170208"
"201701","7호선","춘의","223125","24264","216828","23645","20170208"
"201701","7호선","태릉입구","206309","35263","186159","31707","20170208"
"201701","7호선","하계","480399","94341","451451","89383","20170208"
"201701","7호선","강남구청","379959","43285","421715","43461","20170208"
"201701","8호선","가락시장","167936","52102","205989","50940","20170208"
"201701","8호선","천호(풍납토성)","463953","82793","535671","79310","20170208"
"201701","8호선","남한산성입구(성남법원.검찰청)","328780","66092","285997","64045","20170208"
"201701","8호선","단대오거리","277515","62246","265504","58505","20170208"
"201701","8호선","모란","87158","46993","68323","32725","20170208"
"201701","8호선","몽촌토성(평화의문)","149982","35558","160554","35378","20170208"
"201701","8호선","문정","252397","32378","256519","32052","20170208"
"201701","8호선","복정","241244","35878","183970","32276","20170208"
"201701","5호선","명일","178353","54141","178025","55473","20170208"
"201701","5호선","목동","450942","74761","484154","76783","20170208"
"201701","5호선","발산","304179","52511","303736","50632","20170208"
"201701","5호선","방이","169466","37726","172128","37701","20170208"
"201701","5호선","방화","172331","41239","162096","40349","20170208"
"201701","5호선","상일동","257428","53404","211516","51584","20170208"
"201701","5호선","서대문","399925","62578","412562","60154","20170208"
"201701","5호선","송정","218929","55361","214438","57672","20170208"
"201701","5호선","신금호","134022","34966","130219","39098","20170208"
"201701","5호선","신길","74219","10812","86647","11459","20170208"
"201701","5호선","신정(은행정)","365286","53261","282319","51663","20170208"
"201701","5호선","아차산(어린이대공원후문)","325246","80159","311166","74478","20170208"
"201701","5호선","애오개","162365","34731","165339","33862","20170208"
"201701","5호선","양평","153086","25521","154618","25546","20170208"
"201701","5호선","여의나루","179121","22894","193319","22634","20170208"
"201701","5호선","여의도","616927","49291","676185","48606","20170208"
"201701","5호선","영등포구청","76959","17630","81468","16851","20170208"
"201701","5호선","영등포시장","174784","67495","193555","68818","20170208"
"201701","9호선","당산","461861","53949","434819","50036","20170208"
"201701","9호선","동작(현충원)","41171","11839","31304","10447","20170208"
"201701","9호선","등촌","225808","71751","223603","72619","20170208"
"201701","9호선","마곡나루","81700","9092","75365","8705","20170208"
"201701","9호선","사평","62795","12259","58881","12174","20170208"
"201701","9호선","샛강","124394","22033","133283","22433","20170208"
"201701","9호선","선유도","171400","23111","170804","22681","20170208"
"201701","9호선","신논현","827260","43898","834075","40888","20170208"
"201701","9호선","신목동","100404","15622","86723","14202","20170208"
"201701","9호선","신반포","77642","21173","78507","21871","20170208"
"201701","9호선","신방화","192678","38774","186720","39239","20170208"
"201701","9호선","양천향교","181039","34928","180516","34220","20170208"
"201701","9호선","여의도","525209","37511","495935","33390","20170208"
"201701","9호선","염창","406958","53065","392300","52847","20170208"
"201701","9호선","증미","171439","38339","177242","38732","20170208"
"201701","9호선","흑석(중앙대입구)","208940","47869","218500","49522","20170208"
"201701","9호선2단계","봉은사","325305","31489","317148","30687","20170208"
"201701","9호선2단계","삼성중앙","117866","16851","123495","16435","20170208"
"201701","9호선2단계","종합운동장","159454","11898","128047","10123","20170208"
"201701","9호선2단계","언주","208025","20114","207343","19478","20170208"
"201701","9호선2단계","선정릉","175908","15812","182318","15112","20170208"
"201701","경강선","초월","51358","8474","48070","8658","20170208"
"201701","경강선","판교","69516","7324","67593","5717","20170208"
"201701","경강선","부발","37471","4310","33779","3985","20170208"
"201701","경강선","삼동","32008","5893","23837","5937","20170208"
"201701","경강선","세종대왕릉","5578","2625","5752","2656","20170208"
"201701","경강선","곤지암","44723","9473","41371","9224","20170208"
"201701","경강선","여주","44512","13905","42722","13403","20170208"
"201701","경강선","이매","32884","7875","19039","5652","20170208"
"201701","경강선","이천","58776","9801","61198","10489","20170208"
"201701","경강선","경기광주","122659","16355","120715","16935","20170208"
"201701","경강선","신둔도예촌","21475","4139","18654","3747","20170208"
"201701","경부선","지제","40693","5182","38461","5034","20170208"
"201701","경부선","명학","235349","38101","233990","38026","20170208"
"201701","경부선","진위","37391","6942","33569","6509","20170208"
"201701","경부선","천안","163412","55100","159209","54133","20170208"
"201701","경부선","평택","334590","60258","332642","58540","20170208"
"201701","경부선","화서","196457","36006","192766","36579","20170208"
"201701","경부선","병점","350347","49827","352885","49840","20170208"
"201701","경부선","서동탄","36670","7618","32765","7131","20170208"
"201701","경부선","서울역","10","1","0","0","20170208"
"201701","경부선","서정리","110467","22429","111251","21810","20170208"
"201701","경부선","석수","278102","41771","242315","39912","20170208"
"201701","경부선","성균관대","373651","47067","355727","47192","20170208"
"201701","경부선","성환","83606","18069","84664","17763","20170208"
"201701","경부선","세류","103636","16540","97636","16586","20170208"
"201701","6호선","태릉입구","121967","24579","140256","25404","20170208"
"201701","6호선","한강진","184793","11970","224673","12060","20170208"
"201701","6호선","합정","365006","34763","337449","32236","20170208"
"201701","6호선","화랑대(서울여대입구)","309171","40652","231787","36853","20170208"
"201701","6호선","공덕","437142","64656","429046","61076","20170208"
"201701","7호선","가산디지털단지","1118954","68374","1109669","63624","20170208"
"201701","7호선","학동","560001","53672","629071","51012","20170208"
"201701","7호선","건대입구","432578","48544","482813","44300","20170208"
"201701","7호선","고속터미널","607793","72493","490692","63749","20170208"
"201701","7호선","공릉(서울과학기술대)","286665","59742","284481","60642","20170208"
"201701","7호선","광명사거리","662923","137159","639146","140723","20170208"
"201701","7호선","군자(능동)","356354","69848","215174","50788","20170208"
"201701","7호선","굴포천","234523","29287","244040","29797","20170208"
"201701","7호선","까치울","165226","18870","148958","18872","20170208"
"201701","7호선","남구로","426805","54502","443295","55780","20170208"
"201701","7호선","남성","268452","61115","247552","62414","20170208"
"201701","7호선","내방","344803","57861","357414","56903","20170208"
"201701","7호선","노원","523864","100487","570375","100827","20170208"
"201701","경부선","남영","271386","37326","289273","38637","20170208"
"201701","경부선","노량진","448725","53729","418548","51216","20170208"
"201701","경부선","당정","171829","25226","162800","24739","20170208"
"201701","경부선","대방","376721","66124","373278","66082","20170208"
"201701","경부선","독산","397994","61022","416015","63791","20170208"
"201701","경부선","두정","134697","19727","138421","20137","20170208"
"201701","경부선","직산","23154","4886","24630","4858","20170208"
"201701","경원선","지행","162595","40292","159881","39821","20170208"
"201701","경원선","방학","196247","93075","188127","92190","20170208"
"201701","경원선","청량리(서울시립대입구)","317457","129708","358372","140013","20170208"
"201701","경원선","한남","95634","30030","96005","28149","20170208"
"201701","경원선","회룡","250962","120401","234913","121309","20170208"
"201701","경원선","보산","39497","13102","37344","12540","20170208"
"201701","경원선","서빙고","45457","14585","47253","14147","20170208"
"201701","경원선","석계","245101","57454","274762","61617","20170208"
"201701","경원선","소요산","59229","57118","45706","50376","20170208"
"201701","경원선","신이문","217879","60498","186894","59096","20170208"
"201701","경원선","양주","208921","45124","181417","42851","20170208"
"201701","경원선","옥수","1432","104","821","64","20170208"
"201701","경원선","왕십리(성동구청)","421626","54734","483014","58500","20170208"
"201701","경원선","외대앞","271411","51556","255295","51157","20170208"
"201701","경원선","월계","90222","46889","79863","44654","20170208"
"201701","경원선","응봉","38696","16032","31173","14737","20170208"
"201701","경원선","의정부","536158","108869","569657","109744","20170208"
"201701","경원선","이촌(국립중앙박물관)","103500","26582","78238","21380","20170208"
"201701","경원선","가능","154502","54444","142013","53268","20170208"
"201701","경원선","광운대","209306","49332","192377","49183","20170208"
"201701","경원선","녹양","109677","29284","98434","27720","20170208"
"201701","경원선","녹천","110253","34908","86842","31991","20170208"
"201701","경원선","덕계","45120","14274","40574","13956","20170208"
"201701","경원선","덕정","148262","30501","141722","30912","20170208"
"201701","경원선","도봉","124000","61149","116087","61233","20170208"
"201701","경원선","도봉산","147183","73648","80239","57399","20170208"
"201701","경원선","동두천","42171","16003","51642","21049","20170208"
"201701","경원선","동두천중앙","78320","36837","72529","37367","20170208"
"201701","경원선","망월사","151354","59446","150474","61494","20170208"
"201701","경원선","창동","2","0","0","0","20170208"
"201701","경의선","일산","208761","49071","199007","49692","20170208"
"201701","경의선","백마","158174","27253","142857","26988","20170208"
"201701","경의선","파주","27208","6122","19363","4898","20170208"
"201701","경의선","풍산","106668","24204","97832","24305","20170208"
"201701","경의선","행신","186579","30280","175995","30588","20170208"
"201701","경의선","홍대입구","42712","4073","63590","5096","20170208"
"201701","경의선","화전","38372","6972","35221","6688","20170208"
"201701","경의선","효창공원앞","46481","9831","50353","10572","20170208"
"201701","경의선","서강대","51704","7941","51923","7312","20170208"
"201701","8호선","산성","149389","31768","140148","35240","20170208"
"201701","8호선","석촌","209828","53381","224004","53845","20170208"
"201701","8호선","송파","117702","31011","118341","31153","20170208"
"201701","8호선","수진","113149","40662","101408","39934","20170208"
"201701","8호선","신흥","105125","41372","111297","42761","20170208"
"201701","8호선","암사","426368","78955","370997","78477","20170208"
"201701","8호선","잠실(송파구청)","353476","56167","416955","51783","20170208"
"201701","8호선","장지","397620","53803","385343","52044","20170208"
"201701","8호선","강동구청","251454","55460","257843","56357","20170208"
"201701","9호선","가양","494123","108008","473345","105497","20170208"
"201701","9호선","개화","148304","27753","95286","21405","20170208"
"201701","9호선","고속터미널","355376","43566","545098","51190","20170208"
